Age,Gender,NumberOfChildren,CommuteTime,CountryOfResidence,HoursSpentLearningToCode,Income,IsSoftwareDev,LanguageAtHome,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,ResourceBooks,ResourceCoursera,StudentDebtOwed,ID
20.0,female,,,Canada,7.0,,0.0,Portuguese,,0.0,8.0,,,,75793
23.0,male,,,Egypt,10.0,,0.0,Arabic,,0.0,1.0,,,,98819
35.0,male,,,Vietnam,10.0,,,English,,,0.0,,,,72218
21.0,male,,,Barbados,30.0,,0.0,English,,0.0,9.0,,,,52628
28.0,male,,120.0,Ukraine,,6000.0,0.0,Russian,married or domestic partnership,900.0,18.0,,1.0,,90759
48.0,male,,,Russia,10.0,,0.0,Russian,,,12.0,,,,95468
20.0,male,,,Ukraine,20.0,,0.0,Ukrainian,,300.0,24.0,,1.0,,66324
24.0,male,,,Germany,2.0,,0.0,German,,0.0,3.0,,1.0,,58123
20.0,male,,,India,20.0,,0.0,Gujarati,,0.0,30.0,,1.0,,46746
20.0,male,,,India,30.0,,0.0,Konkani,,350.0,18.0,,,,33795
26.0,male,,,Nigeria,2.0,,0.0,English,,500.0,3.0,,,,86005
21.0,male,,,Bangladesh,2.0,,0.0,Bengali,,50.0,24.0,,1.0,,25892
28.0,male,,60.0,Ukraine,20.0,,0.0,Ukrainian,,,12.0,,1.0,,50920
21.0,male,,,Macedonia,20.0,,0.0,Macedonian,,0.0,12.0,,1.0,,63397
18.0,male,,,,10.0,,0.0,German,,20.0,48.0,,,,32460
28.0,male,,,Serbia,40.0,,0.0,Serbian,,0.0,7.0,,,2000.0,29968
32.0,female,,,Serbia,50.0,,0.0,Serbian,,0.0,6.0,,1.0,,33333
30.0,male,,,Brazil,5.0,,0.0,Portuguese,,100.0,10.0,,1.0,,33128
18.0,female,,,Poland,10.0,,0.0,Ukrainian,,0.0,15.0,,1.0,,65908
30.0,male,,,Russia,10.0,,0.0,Russian,,100.0,12.0,,,,42877
18.0,male,,,Poland,5.0,,0.0,Polish,,,36.0,,,,38453
37.0,female,,,Greece,2.0,,0.0,Greek,,0.0,2.0,,1.0,,72119
26.0,male,,100.0,Poland,20.0,8000.0,0.0,Russian,,0.0,1.0,,1.0,,34046
24.0,male,,,Malaysia,12.0,,0.0,Chinese,,0.0,20.0,,,,13760
,female,,,Germany,20.0,,0.0,German,,400.0,5.0,,,,35555
16.0,male,,,Brazil,80.0,,0.0,Portuguese,,0.0,1.0,,,,39276
23.0,male,,,Malaysia,10.0,,0.0,English,,0.0,3.0,,,,52475
21.0,male,,,India,1.0,,0.0,Kannada,,0.0,36.0,,,,65233
18.0,male,,,Brazil,20.0,,0.0,Portuguese,,0.0,15.0,,,,36758
20.0,male,,,India,12.0,,0.0,Hindi,,200.0,12.0,,,,78108
20.0,,,,Belarus,15.0,,0.0,Belarusian,,0.0,24.0,,1.0,,76154
24.0,male,,,Poland,3.0,,0.0,Polish,,0.0,4.0,,,,65440
21.0,female,,,India,15.0,,0.0,Marathi,,0.0,72.0,,,,70851
26.0,male,,,India,42.0,,0.0,Telugu,,100.0,2.0,,,,58950
22.0,female,,,Poland,5.0,,0.0,Polish,,0.0,6.0,,,,26021
19.0,male,,,Philippines,40.0,,0.0,Tagalog,,200.0,24.0,,,,61187
20.0,female,,,Kenya,40.0,,0.0,English,,0.0,12.0,,,,96655
21.0,male,,,Brazil,5.0,,0.0,Portuguese,,0.0,4.0,,1.0,,62343
19.0,male,,,Philippines,36.0,,0.0,Tagalog,,200.0,12.0,,,,98877
24.0,female,,,Ukraine,10.0,,0.0,Ukrainian,,0.0,2.0,,,,95517
22.0,male,,,Croatia,2.0,,0.0,Croatian,,0.0,36.0,,,,95767
28.0,male,,,Morocco,10.0,,0.0,Arabic,,0.0,1.0,,1.0,,54453
21.0,male,,,Singapore,3.0,,0.0,Chinese,,0.0,21.0,,,,30091
15.0,male,,,,3.0,,0.0,,,0.0,6.0,,,,56386
21.0,male,,,Ukraine,6.0,,0.0,Ukrainian,,0.0,20.0,,,,83209
20.0,male,,,India,48.0,,0.0,Marathi,,0.0,12.0,,,,15164
47.0,female,,,Romania,50.0,,0.0,Romanian,,0.0,12.0,,1.0,,73484
29.0,male,,,Pakistan,56.0,,0.0,Urdu,"single, never married",1000.0,12.0,,,,95731
22.0,male,,,Philippines,3.0,,0.0,Tagalog,,50.0,6.0,,1.0,,94047
25.0,male,,,Mexico,14.0,,0.0,Spanish,,0.0,60.0,,1.0,,59299
21.0,male,,,Philippines,24.0,,0.0,Tagalog,,0.0,2.0,,,,30172
21.0,male,,,Vietnam,40.0,,0.0,Vietnamese,,,50.0,,,,23575
31.0,female,,,United Kingdom,5.0,,0.0,Portuguese,,0.0,18.0,,1.0,,67782
16.0,male,,,India,18.0,,0.0,Telugu,,0.0,0.0,,,,46722
34.0,male,,2.0,Poland,7.0,7850.0,0.0,Polish,,0.0,1.0,,,,33536
13.0,male,,,Poland,9.0,,0.0,Polish,,0.0,3.0,,,,11687
24.0,male,,,India,20.0,,0.0,Hindi,,0.0,4.0,,,,36358
25.0,male,,,India,4.0,,0.0,Hindi,,300.0,6.0,,,,77874
25.0,male,,,Dominican Republic,12.0,,0.0,Spanish,"single, never married",300.0,1.0,,1.0,,73718
,,,,,20.0,,0.0,,,0.0,4.0,,1.0,,27851
24.0,male,,,Belgium,30.0,,0.0,Dutch,,0.0,3.0,,,,19460
20.0,male,,,Poland,20.0,,0.0,Polish,,10.0,12.0,,,,30772
26.0,female,,40.0,Spain,5.0,8000.0,0.0,Spanish,,0.0,8.0,,,,58893
19.0,male,,,Ukraine,40.0,,0.0,Russian,"single, never married",0.0,0.0,,,,73999
19.0,male,,,Lebanon,4.0,,0.0,Arabic,,0.0,1.0,,,5000.0,46924
28.0,male,,30.0,Turkey,20.0,10000.0,0.0,Turkish,,0.0,4.0,,1.0,,92589
35.0,female,,,United Kingdom,2.0,,0.0,English,,0.0,2.0,,,,39021
19.0,male,,,Germany,15.0,,0.0,Ukrainian,,40.0,20.0,,1.0,,36873
20.0,male,,,,20.0,,0.0,,,,2.0,,,,29966
25.0,male,,,Germany,10.0,,0.0,German,,200.0,24.0,,,,62418
21.0,male,,,India,15.0,,0.0,Tamil,"single, never married",50.0,5.0,,,,23901
27.0,male,,,Greece,3.0,,0.0,Greek,,0.0,6.0,,,,10849
17.0,male,,,Israel,20.0,,0.0,Hebrew,,0.0,48.0,,,,31688
21.0,male,,,India,10.0,,0.0,Hindi,,0.0,2.0,,1.0,,82729
22.0,male,,,India,20.0,,0.0,Hindi,,100.0,12.0,,1.0,,60044
26.0,male,,,Norway,25.0,,0.0,Serbian,,0.0,14.0,,,,61519
25.0,male,,,Germany,6.0,,0.0,German,,0.0,1.0,,,30000.0,18982
28.0,male,,,,20.0,10000.0,0.0,Russian,married or domestic partnership,0.0,0.0,,,,35962
23.0,male,,,Poland,20.0,,0.0,Polish,,0.0,2.0,,,,65929
25.0,male,,,India,50.0,,0.0,Hindi,,500.0,2.0,,1.0,,49420
23.0,female,,,Turkey,35.0,,0.0,Turkish,,0.0,12.0,,,,92052
24.0,female,,,Ukraine,8.0,,0.0,Russian,,0.0,1.0,,,,35175
26.0,male,,,Brazil,20.0,,0.0,Portuguese,,400.0,4.0,,,,44504
22.0,male,,,Poland,30.0,,0.0,Ukrainian,,0.0,3.0,,,,62939
34.0,male,,40.0,Thailand,20.0,25000.0,0.0,English,,0.0,1.0,,,,19349
29.0,male,,,India,15.0,,0.0,Tamil,,0.0,1.0,,,,23920
21.0,female,,,Nigeria,4.0,,0.0,Yoruba,,0.0,3.0,,1.0,,62465
26.0,male,,,Poland,5.0,,0.0,Polish,,0.0,3.0,,,,64474
21.0,male,,,Romania,20.0,,0.0,Romanian,,0.0,12.0,,1.0,,66281
22.0,male,,,Brazil,2.0,,0.0,Portuguese,,0.0,10.0,,,,43708
25.0,male,,45.0,Germany,20.0,32000.0,0.0,Russian,,300.0,6.0,,,,92853
27.0,male,,60.0,Russia,40.0,15000.0,0.0,Russian,,100.0,12.0,,1.0,,72129
25.0,male,,,Kenya,30.0,,0.0,Kikuyu,,,,,,,47650
12.0,male,,,United States of America,,,0.0,English,,0.0,15.0,,,,37002
29.0,male,,10.0,Czech Republic,8.0,12500.0,0.0,Czech,"single, never married",500.0,6.0,,,,83355
22.0,male,,,China,60.0,,0.0,Chinese,,10.0,1.0,,,,96634
22.0,male,,,India,45.0,,0.0,Malayalam,,700.0,6.0,,,,20287
19.0,male,,,India,14.0,,0.0,Marathi,,20000.0,24.0,,,,97742
17.0,male,,,Czech Republic,10.0,,0.0,Czech,married or domestic partnership,0.0,24.0,,,,84612
19.0,male,,,Dominican Republic,10.0,,0.0,Spanish,,500.0,12.0,,1.0,,62598
20.0,male,,,India,20.0,,0.0,Hindi,,1000.0,1.0,,1.0,,14114
20.0,male,,,India,,,0.0,Bengali,,,4.0,,,,84209
17.0,female,,,Moldova,20.0,,0.0,Romanian,,0.0,24.0,,,,15715
20.0,male,,,Bosnia & Herzegovina,5.0,,0.0,Bosnian,,0.0,1.0,,,,47644
20.0,male,,,India,4.0,,0.0,Odia (Oriya),,0.0,24.0,,1.0,,63242
25.0,male,,60.0,Poland,30.0,,0.0,Polish,,0.0,3.0,,,,38264
18.0,male,,,Turkey,2.0,,0.0,Turkish,,0.0,6.0,,1.0,,72344
19.0,male,,,Pakistan,14.0,,0.0,Urdu,,0.0,24.0,,1.0,,12832
20.0,male,,,Poland,20.0,,0.0,Polish,,0.0,3.0,,,,28933
21.0,male,,,Ukraine,60.0,,0.0,Ukrainian,,0.0,3.0,,,,53104
18.0,male,,,Greece,56.0,,0.0,Greek,,50.0,36.0,,1.0,,49124
22.0,male,,,Ukraine,10.0,,0.0,Russian,,0.0,4.0,,,,31419
21.0,male,,,India,14.0,,0.0,Hindi,"single, never married",150.0,12.0,,1.0,,68890
21.0,male,,,Brazil,10.0,,0.0,Portuguese,,50.0,4.0,,,,59967
20.0,female,,,India,20.0,,0.0,Hindi,,0.0,,,1.0,,12593
20.0,male,,,Indonesia,8.0,,0.0,Indonesian,"single, never married",0.0,8.0,,,,61828
25.0,male,,,Bangladesh,4.0,,0.0,Bengali,,0.0,12.0,,1.0,,55594
29.0,male,,,Greece,4.0,,0.0,Greek,"single, never married",0.0,2.0,,,,37627
21.0,male,,,India,12.0,,0.0,Hindi,,500.0,6.0,,,,33581
17.0,male,,,Estonia,14.0,,0.0,Estonian,,0.0,12.0,,1.0,,43603
27.0,male,,,Korea South,15.0,,0.0,Korean,,60.0,8.0,,1.0,,96630
18.0,male,,,Brazil,24.0,,0.0,Portuguese,,0.0,2.0,,,,10806
20.0,male,,,Philippines,30.0,,0.0,Tagalog,,0.0,6.0,,,,99236
23.0,male,,,India,70.0,,0.0,Bengali,,,72.0,,1.0,,36437
,,,,,2.0,,0.0,,,0.0,24.0,,1.0,,60490
21.0,male,,,India,4.0,,0.0,Kannada,,0.0,1.0,,,,23697
20.0,male,,,India,60.0,,0.0,Hindi,,0.0,3.0,,,,48722
23.0,male,,,India,15.0,,0.0,Marathi,"single, never married",0.0,3.0,,,,70948
22.0,male,,,Ukraine,8.0,,0.0,Ukrainian,,0.0,0.0,,,,30690
16.0,male,,,Russia,21.0,,0.0,Russian,"single, never married",0.0,20.0,,,,93055
25.0,male,,60.0,Poland,30.0,,0.0,Polish,"single, never married",0.0,3.0,,,10000.0,60261
24.0,male,,,China,40.0,,0.0,Chinese,"single, never married",100.0,1.0,,1.0,,35786
21.0,male,,,Russia,7.0,,0.0,Russian,,0.0,1.0,,,,57829
37.0,female,,10.0,Australia,5.0,81000.0,0.0,English,,0.0,120.0,,,,82318
30.0,male,,,Ukraine,,,0.0,Ukrainian,,,,,,,83471
22.0,male,,,India,10.0,,0.0,Hindi,,0.0,12.0,,,,48152
,,,,,20.0,,0.0,,,100.0,6.0,,,,87341
28.0,male,,20.0,Portugal,20.0,11000.0,0.0,Portuguese,,60.0,60.0,,1.0,,35124
20.0,male,,,Malaysia,10.0,,0.0,Indonesian,,0.0,24.0,,,,59700
18.0,male,,,Poland,9.0,,0.0,Russian,,4000.0,28.0,,1.0,,83443
21.0,female,,,Romania,10.0,,0.0,Romani,"single, never married",0.0,1.0,,,,36809
20.0,male,,,Poland,10.0,,0.0,Polish,"single, never married",150.0,13.0,,,,82856
18.0,male,,,India,30.0,,0.0,Hindi,,560.0,24.0,,,,69846
18.0,female,,,Ukraine,21.0,,0.0,Ukrainian,,200.0,7.0,,1.0,,73092
,,,,,100.0,,0.0,,,0.0,48.0,,1.0,,73522
,,,,,,,0.0,,,0.0,96.0,,1.0,,47519
,,,,,20.0,,0.0,,,0.0,6.0,,1.0,,21363
,,,,,30.0,,0.0,,,10.0,12.0,,,,82675
,,,,,10.0,,0.0,,,100.0,6.0,,1.0,,46652
,,,,,20.0,,0.0,,,,20.0,,1.0,,65448
,,,,,10.0,,0.0,,,200.0,2.0,,,,79969
,,,,,2.0,,0.0,,,,0.0,,,,77319
,,,,,40.0,,0.0,,,0.0,19.0,,,,89128
,,,,,36.0,,0.0,,,0.0,7.0,,,,52619
,,,,,10.0,,0.0,,,200.0,24.0,,,,79013
,,,,,10.0,,0.0,,,20.0,123.0,,1.0,,27358
,,,,,1.0,,0.0,,,100.0,36.0,,,,28030
,,,,,8.0,,0.0,,,0.0,24.0,,,,25559
,,,,,7.0,,0.0,,,0.0,6.0,,,,53138
,,,,,10.0,,0.0,,,2000.0,6.0,,1.0,,42820
,,,,,10.0,,0.0,,,300.0,3.0,,1.0,,96951
,,,,,15.0,,0.0,,,0.0,8.0,,,,56145
,,,,,2.0,,0.0,,,0.0,4.0,,1.0,,31506
,,,,,2.0,,0.0,,,0.0,0.0,,1.0,,34607
,,,,,30.0,,0.0,,,150.0,5.0,,,,85943
,,,,,10.0,,0.0,,,0.0,10.0,,1.0,,67914
,,,,,100.0,,0.0,,,0.0,60.0,,,,65532
,,,,,20.0,,0.0,,,0.0,12.0,,1.0,,61957
,,,,,12.0,,0.0,,,0.0,2.0,,,,27386
,,,,,1.0,,0.0,,,0.0,1.0,,,,46291
,,,,,10.0,,0.0,,,5000.0,3.0,,1.0,,10823
,,,,,10.0,,0.0,,,200.0,24.0,,1.0,,81873
,,,,,20.0,,0.0,,,46.0,15.0,,,,89730
,,,,,28.0,,0.0,,,30.0,12.0,,,,13697
,,,,,50.0,,0.0,,,0.0,10.0,,1.0,,14981
,,,,,20.0,,0.0,,,100.0,36.0,,,,63220
,,,,,5.0,,0.0,,,100.0,120.0,,1.0,,53415
,,,,,10.0,,0.0,,,0.0,12.0,,,,62660
,,,,,,,0.0,,,0.0,0.0,,,,92528
,,,,,3.0,,0.0,,,0.0,24.0,,1.0,,39324
,,,,,6.0,,0.0,,,0.0,24.0,,,,61609
,,,,,60.0,,0.0,,,,6.0,,,,95837
,,,,,3.0,,0.0,,,0.0,10.0,,1.0,,46310
,,,,,2.0,,0.0,,,0.0,0.0,,,,76367
,,,,,3.0,,0.0,,,0.0,1.0,,,,58416
,,,,,30.0,,0.0,,,200.0,24.0,,,,68336
,,,,,20.0,,0.0,,,50.0,24.0,,,,91320
,,,,,6.0,,0.0,,,10.0,1.0,,,,50335
,,,,,10.0,,0.0,,,0.0,4.0,,,,41720
,,,,,25.0,,0.0,,,0.0,2.0,,,,80396
,,,,,8.0,,0.0,,,4586.0,6.0,,1.0,,51369
,,,,,20.0,,0.0,,,0.0,2.0,,,,12124
,,,,,,,0.0,,,200.0,6.0,,,,71692
,,,,,10.0,,0.0,,,0.0,1.0,,,,47894
,,,,,30.0,,0.0,,,0.0,4.0,,,,41819
,,,,,8.0,,0.0,,,1000.0,72.0,,,,62581
,,,,,65.0,,0.0,,,0.0,2.0,,,,86162
,,,,,20.0,,0.0,,,,4.0,,1.0,,96219
,,,,,30.0,,0.0,,,,7.0,,,,53560
,,,,,30.0,,0.0,,,0.0,2.0,,,,32838
,,,,,8.0,,0.0,,,0.0,20.0,,1.0,,85963
,,,,,20.0,,0.0,,,0.0,2.0,,,,60551
,,,,,2.0,,0.0,,,0.0,0.0,,,,17285
,,,,,5.0,,0.0,,,0.0,3.0,,,,37841
24.0,male,,30.0,South Africa,10.0,9000.0,0.0,English,,300.0,2.0,,,,65325
33.0,male,,15.0,Romania,4.0,7200.0,0.0,Catalan,,500.0,6.0,,,,43043
,,,,,21.0,,0.0,,,150.0,4.0,,,,58130
20.0,male,,,Philippines,70.0,,0.0,Tagalog,,0.0,1.0,,,,64401
,,,,,1.0,,0.0,,,0.0,12.0,,,,14943
18.0,male,,,Ukraine,5.0,,0.0,Ukrainian,,3.0,7.0,,,,25651
21.0,male,,,India,5.0,,0.0,Marathi,,50.0,20.0,,1.0,,18934
,,,,,6.0,,0.0,,,50.0,36.0,,1.0,,19345
20.0,male,,,Norway,40.0,,0.0,English,,0.0,30.0,,,10000.0,16842
28.0,female,,,Canada,30.0,,0.0,Mandarin Chinese,married or domestic partnership,150.0,8.0,,1.0,,65015
30.0,male,,1.0,United States of America,60.0,30000.0,0.0,English,,0.0,2.0,,1.0,,97859
47.0,female,,0.0,United States of America,10.0,15000.0,0.0,English,,500.0,3.0,,,,40729
24.0,female,,,Germany,63.0,,0.0,English,,0.0,5.0,,,,37414
26.0,male,,240.0,United States of America,10.0,30000.0,0.0,English,,50.0,24.0,,1.0,,29540
23.0,male,,180.0,South Africa,3.0,11709.0,0.0,Zulu,,,,,,,48547
23.0,trans,,10.0,United States of America,4.0,35000.0,0.0,English,,100.0,30.0,,1.0,10000.0,48756
21.0,male,,,India,7.0,,0.0,Hindi,,100.0,12.0,,1.0,,76288
28.0,male,,70.0,United States of America,20.0,27000.0,0.0,English,,0.0,3.0,,1.0,,83548
23.0,male,,12.0,United States of America,10.0,13000.0,0.0,English,,0.0,1.0,,,,55760
23.0,male,,,United States of America,5.0,,0.0,English,,200.0,5.0,,,20000.0,42809
23.0,male,,,Finland,,,0.0,English,"single, never married",40000.0,135.0,,1.0,,71679
24.0,male,,,Pakistan,15.0,,0.0,Urdu,"single, never married",100.0,12.0,,1.0,,38015
22.0,male,,15.0,United States of America,20.0,20000.0,0.0,English,,0.0,1.0,,,15000.0,22391
24.0,female,,,Nigeria,30.0,,0.0,English,,100.0,3.0,,,,67142
37.0,male,,60.0,United States of America,80.0,53000.0,0.0,English,married or domestic partnership,35000.0,24.0,,,35000.0,96129
32.0,male,,,"Netherlands (Holland, Europe)",20.0,,0.0,Dutch,married or domestic partnership,564.0,24.0,,,,95729
26.0,male,,120.0,United States of America,30.0,9000.0,0.0,English,,100.0,12.0,,1.0,8000.0,14748
23.0,genderqueer,,,United States of America,15.0,,0.0,English,,0.0,4.0,,,,85094
29.0,male,,30.0,Germany,10.0,30000.0,0.0,Portuguese,,100.0,1.0,,,,60821
22.0,male,,,Thailand,17.0,,0.0,Hindi,"single, never married",0.0,30.0,1.0,,,29980
29.0,female,,,United States of America,40.0,,0.0,English,,100.0,3.0,,1.0,33000.0,72454
22.0,male,,,Nigeria,21.0,,0.0,Yoruba,,10.0,1.0,,,,17838
15.0,male,,,United States of America,12.0,,0.0,English,,0.0,7.0,,,,43604
20.0,male,,,Philippines,10.0,,0.0,Tagalog,,5000.0,2.0,,,,67595
21.0,male,,,India,,,0.0,Hindi,,0.0,30.0,,1.0,,61232
21.0,agender,,,India,5.0,,0.0,Telugu,,0.0,2.0,,1.0,,77726
,,,,,7.0,,0.0,,,0.0,3.0,,,,69606
,,,,,3.0,,0.0,,,0.0,24.0,,,,46386
,,,,,8.0,,0.0,,,600.0,8.0,,,,75234
,,,,,4.0,,0.0,,,1000.0,2.0,,,,19484
,,,,,2.0,,0.0,,,0.0,2.0,,,,30571
,,,,,0.0,,0.0,,,0.0,1.0,,,,60843
,,,,,,,0.0,,,,1.0,,,,84866
,,,,,4.0,,0.0,,,30000.0,24.0,,,,55386
,,,,,1.0,,0.0,,,0.0,1.0,,,,62727
15.0,male,,,United States of America,3.0,,0.0,English,,0.0,48.0,,,,64019
32.0,male,,0.0,United States of America,30.0,100000.0,0.0,English,,4000.0,1.0,,,5000.0,10517
27.0,male,,,Austria,42.0,,0.0,,,0.0,1.0,,,,12797
25.0,male,,40.0,United States of America,5.0,15000.0,1.0,English,,0.0,120.0,,,,49437
30.0,male,,0.0,United Kingdom,15.0,,1.0,English,married or domestic partnership,80000.0,168.0,,,16000.0,24070
34.0,male,,,United States of America,12.0,,0.0,English,,0.0,6.0,,,,82689
23.0,male,,30.0,United States of America,5.0,25000.0,0.0,Spanish,,5000.0,12.0,,,11000.0,14953
19.0,male,,,Canada,20.0,,0.0,English,,100.0,19.0,,1.0,,43112
46.0,male,,160.0,United States of America,30.0,137000.0,0.0,English,,1000.0,11.0,,,,54841
27.0,male,,50.0,United States of America,9.0,26000.0,1.0,English,,0.0,8.0,,,,45499
28.0,male,,80.0,United States of America,5.0,40000.0,0.0,English,married or domestic partnership,0.0,9.0,,1.0,10000.0,32864
33.0,female,,,United States of America,15.0,,0.0,English,,150.0,6.0,,,7000.0,84005
36.0,male,,70.0,United States of America,8.0,42000.0,0.0,English,,200.0,48.0,,1.0,8000.0,17172
29.0,male,,,United States of America,20.0,,1.0,English,,20.0,8.0,,,16000.0,76732
28.0,male,,45.0,United States of America,12.0,35000.0,0.0,English,,600.0,20.0,,,65368.0,16208
33.0,male,,,United States of America,35.0,,0.0,English,,400.0,3.0,,,,73188
17.0,male,,,Philippines,4.0,,0.0,English,,0.0,8.0,,,,42656
26.0,male,,160.0,United Kingdom,30.0,63000.0,0.0,English,,10000.0,1.0,,,,39861
24.0,male,,30.0,United States of America,15.0,55000.0,1.0,English,,30.0,18.0,,,,62570
23.0,female,,,Poland,12.0,,1.0,Polish,,0.0,20.0,,,,99994
23.0,male,,5.0,United States of America,10.0,10000.0,0.0,English,,100.0,12.0,,,,76922
19.0,male,,,Nigeria,40.0,,0.0,English,,100.0,3.0,,,,73714
30.0,male,,20.0,,15.0,32000.0,0.0,English,,600.0,7.0,1.0,1.0,230000.0,19363
32.0,male,,60.0,United Kingdom,20.0,80000.0,0.0,English,,100.0,6.0,,,,38613
39.0,male,,0.0,United States of America,50.0,30000.0,0.0,English,,500.0,6.0,,,,84901
28.0,female,,80.0,Australia,15.0,46000.0,0.0,English,married or domestic partnership,2800.0,16.0,,,46000.0,17525
,,,,,20.0,,0.0,,,,12.0,,1.0,,74599
35.0,female,,10.0,United States of America,5.0,53000.0,0.0,English,married or domestic partnership,50.0,4.0,,,72000.0,31355
27.0,male,,,United States of America,30.0,,0.0,Spanish,,30.0,6.0,,,60000.0,46649
25.0,male,,30.0,Argentina,15.0,6000.0,1.0,Spanish,married or domestic partnership,100.0,24.0,,,,64486
30.0,male,,,United States of America,25.0,,0.0,English,,20.0,2.0,,,120000.0,33942
27.0,male,,25.0,United States of America,,36000.0,0.0,English,,150.0,24.0,,,40000.0,25827
35.0,male,,15.0,United States of America,15.0,32000.0,0.0,English,,200.0,13.0,,,,60582
29.0,male,,30.0,United States of America,5.0,45000.0,0.0,English,,250.0,12.0,,1.0,,71009
18.0,agender,,,United States of America,40.0,,0.0,English,,1000.0,192.0,,,,25552
36.0,male,,,United Kingdom,15.0,,0.0,English,,1500.0,3.0,,,,90923
23.0,female,,,United States of America,4.0,,0.0,English,,0.0,3.0,,,,27114
30.0,male,,60.0,United States of America,5.0,36000.0,0.0,English,,0.0,5.0,,,15000.0,36472
18.0,male,,,Philippines,4.0,,0.0,Tagalog,,0.0,12.0,,,,76726
46.0,male,,15.0,United States of America,24.0,50000.0,0.0,Spanish,married or domestic partnership,600.0,6.0,,,,38574
56.0,female,,,United States of America,10.0,,0.0,English,,10000.0,6.0,,1.0,,15775
25.0,female,,50.0,United States of America,8.0,55000.0,0.0,English,,0.0,2.0,,,50000.0,59850
45.0,female,,60.0,Canada,35.0,60000.0,0.0,English,,350.0,12.0,,,,14094
20.0,female,,,India,6.0,,0.0,Bengali,,0.0,20.0,,1.0,,84678
33.0,male,,,United States of America,30.0,,0.0,Spanish,,3000.0,7.0,,,34000.0,48808
33.0,female,,,United States of America,50.0,,0.0,English,married or domestic partnership,12000.0,3.0,,,10000.0,30375
28.0,male,,5.0,United States of America,10.0,80000.0,1.0,English,,10000.0,120.0,,,6000.0,27958
52.0,female,,,United States of America,40.0,,0.0,English,,,6.0,,1.0,,95558
28.0,female,,,United States of America,15.0,,0.0,English,,26000.0,9.0,,,25000.0,67190
26.0,male,,240.0,United States of America,60.0,,1.0,English,,300.0,18.0,,,,80315
36.0,male,,20.0,United States of America,5.0,52000.0,0.0,English,,25.0,12.0,,,,36569
25.0,female,,,Canada,20.0,,0.0,English,,300.0,5.0,,,,83055
40.0,male,,,United States of America,40.0,,0.0,English,,2000.0,24.0,,1.0,,66985
32.0,male,,40.0,United States of America,35.0,9000.0,1.0,Russian,,24.0,180.0,,1.0,40000.0,49929
15.0,male,,,United States of America,1.0,,0.0,Russian,,0.0,50.0,,,,81247
31.0,male,,60.0,United States of America,25.0,46000.0,0.0,English,married or domestic partnership,350.0,18.0,,,3500.0,32617
21.0,female,,,United States of America,4.0,,0.0,English,,100.0,3.0,,1.0,20000.0,33663
43.0,male,,20.0,United States of America,6.0,27000.0,0.0,English,,2500.0,6.0,,,,58119
27.0,male,,100.0,Colombia,14.0,12000.0,0.0,Spanish,,0.0,36.0,,1.0,,51838
21.0,male,,,Nigeria,42.0,,1.0,Yoruba,,300.0,5.0,,1.0,,86977
24.0,male,,40.0,Australia,15.0,50000.0,0.0,English,,200.0,12.0,,,,69314
23.0,male,,,Bangladesh,40.0,,1.0,Bengali,,50.0,48.0,,,,41669
27.0,male,,25.0,United States of America,5.0,38000.0,0.0,English,,0.0,48.0,,1.0,30000.0,50486
29.0,male,,30.0,United States of America,20.0,12500.0,0.0,English,married or domestic partnership,0.0,204.0,,,,32019
49.0,female,,,United States of America,60.0,,0.0,French,,9000.0,7.0,,,,23894
24.0,male,,140.0,Canada,10.0,17000.0,0.0,English,married or domestic partnership,0.0,6.0,,,,41244
21.0,male,,,United States of America,2.0,,0.0,Spanish,,0.0,3.0,,,,62910
18.0,male,,,South Africa,20.0,,0.0,English,,0.0,12.0,,,,55374
34.0,male,,0.0,United States of America,16.0,35000.0,0.0,English,,15000.0,4.0,,,,15922
33.0,male,,,Canada,10.0,,0.0,Italian,,0.0,6.0,,,30000.0,98853
31.0,male,,20.0,Switzerland,12.0,,0.0,,,,,,,,55337
19.0,female,,,Philippines,5.0,,0.0,Tagalog,,0.0,9.0,,,,79135
32.0,male,,40.0,United States of America,6.0,28000.0,0.0,English,married or domestic partnership,250.0,12.0,,,,32618
23.0,male,,,India,15.0,,0.0,Telugu,,0.0,3.0,,,,39568
15.0,male,,,India,20.0,,0.0,English,,0.0,5.0,,1.0,,86398
20.0,male,,,India,20.0,,0.0,Hindi,,0.0,15.0,,1.0,,37758
33.0,male,,50.0,Ukraine,14.0,6000.0,0.0,Russian,,100.0,16.0,,,,50284
24.0,male,,30.0,Poland,10.0,25000.0,1.0,Polish,married or domestic partnership,0.0,120.0,,,,94245
23.0,female,,180.0,United Kingdom,10.0,,0.0,English,,36.0,6.0,,,,92131
25.0,female,,,India,8.0,,0.0,Malayalam,,0.0,2.0,,1.0,,25776
32.0,male,,,Russia,40.0,,0.0,French,married or domestic partnership,1000.0,6.0,,,,34096
20.0,male,,,Hong Kong,10.0,,0.0,English,,100.0,30.0,,,2000.0,64165
30.0,male,,,Ireland,40.0,,0.0,English,,0.0,200.0,,1.0,12000.0,29818
19.0,male,,,Belgium,2.0,,0.0,Dutch,,0.0,18.0,,,,58042
31.0,male,,120.0,United States of America,10.0,,0.0,English,married or domestic partnership,100.0,12.0,1.0,,,82982
37.0,female,,,,5.0,,0.0,English,,1600.0,8.0,,,,88075
