Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,2004-02-01,129.0,129,0.0,119.0,120.0,10.0,9.0
Sydney-Melbourne,Sydney,Melbourne,Qantas,2004-02-01,789.0,785,4.0,702.0,713.0,83.0,72.0
Sydney-Perth,Sydney,Perth,Qantas,2004-02-01,145.0,145,0.0,133.0,133.0,12.0,12.0
Townsville-Brisbane,Townsville,Brisbane,Qantas,2004-02-01,87.0,87,0.0,83.0,83.0,4.0,4.0
Albury-Sydney,Albury,Sydney,QantasLink,2004-02-01,110.0,108,2.0,84.0,93.0,24.0,15.0
Brisbane-Canberra,Brisbane,Canberra,QantasLink,2004-02-01,25.0,25,0.0,25.0,25.0,0.0,0.0
Brisbane-Mackay,Brisbane,Mackay,QantasLink,2004-02-01,99.0,99,0.0,90.0,91.0,9.0,8.0
Brisbane-Proserpine,Brisbane,Proserpine,QantasLink,2004-02-01,17.0,17,0.0,16.0,16.0,1.0,1.0
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,2004-02-01,165.0,163,2.0,154.0,154.0,9.0,9.0
Brisbane-Townsville,Brisbane,Townsville,QantasLink,2004-02-01,25.0,25,0.0,23.0,22.0,2.0,3.0
Broome-Perth,Broome,Perth,QantasLink,2004-02-01,38.0,37,1.0,37.0,37.0,0.0,0.0
Burnie-Melbourne,Burnie,Melbourne,QantasLink,2004-02-01,104.0,104,0.0,100.0,89.0,4.0,15.0
Canberra-Brisbane,Canberra,Brisbane,QantasLink,2004-02-01,25.0,25,0.0,25.0,23.0,0.0,2.0
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2004-02-01,75.0,73,2.0,63.0,61.0,10.0,12.0
Canberra-Sydney,Canberra,Sydney,QantasLink,2004-02-01,487.0,474,13.0,424.0,394.0,50.0,80.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2004-02-01,163.0,163,0.0,133.0,123.0,30.0,40.0
Devonport-Melbourne,Devonport,Melbourne,QantasLink,2004-02-01,141.0,138,3.0,128.0,121.0,10.0,17.0
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2004-02-01,123.0,120,3.0,108.0,102.0,12.0,18.0
Gold Coast-Melbourne,Gold Coast,Melbourne,QantasLink,2004-02-01,29.0,29,0.0,28.0,29.0,1.0,0.0
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,2004-02-01,58.0,58,0.0,56.0,56.0,2.0,2.0
Hobart-Melbourne,Hobart,Melbourne,QantasLink,2004-02-01,261.0,261,0.0,248.0,246.0,13.0,15.0
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2004-02-01,35.0,33,0.0,31.0,32.0,2.0,1.0
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2004-02-01,145.0,145,0.0,139.0,142.0,6.0,3.0
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2004-02-01,99.0,99,0.0,93.0,94.0,6.0,5.0
Melbourne-Burnie,Melbourne,Burnie,QantasLink,2004-02-01,104.0,104,0.0,93.0,94.0,11.0,10.0
Melbourne-Canberra,Melbourne,Canberra,QantasLink,2004-02-01,74.0,72,2.0,62.0,64.0,10.0,8.0
Melbourne-Devonport,Melbourne,Devonport,QantasLink,2004-02-01,141.0,138,3.0,125.0,127.0,13.0,11.0
Melbourne-Gold Coast,Melbourne,Gold Coast,QantasLink,2004-02-01,29.0,29,0.0,27.0,27.0,2.0,2.0
Melbourne-Hobart,Melbourne,Hobart,QantasLink,2004-02-01,261.0,261,0.0,245.0,247.0,16.0,14.0
Melbourne-Launceston,Melbourne,Launceston,QantasLink,2004-02-01,145.0,145,0.0,134.0,132.0,11.0,13.0
Melbourne-Mildura,Melbourne,Mildura,QantasLink,2004-02-01,132.0,131,1.0,113.0,108.0,18.0,23.0
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,QantasLink,2004-02-01,29.0,29,0.0,28.0,27.0,1.0,2.0
Mildura-Melbourne,Mildura,Melbourne,QantasLink,2004-02-01,132.0,131,1.0,112.0,112.0,19.0,19.0
Perth-Broome,Perth,Broome,QantasLink,2004-02-01,38.0,37,0.0,37.0,37.0,0.0,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,2004-02-01,34.0,33,0.0,30.0,31.0,3.0,2.0
Proserpine-Brisbane,Proserpine,Brisbane,QantasLink,2004-02-01,17.0,17,0.0,16.0,16.0,1.0,1.0
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,2004-02-01,116.0,115,1.0,111.0,112.0,4.0,3.0
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,QantasLink,2004-02-01,29.0,29,0.0,26.0,28.0,3.0,1.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,2004-02-01,58.0,58,0.0,53.0,55.0,5.0,3.0
Sydney-Albury,Sydney,Albury,QantasLink,2004-02-01,111.0,109,2.0,94.0,84.0,15.0,25.0
Sydney-Canberra,Sydney,Canberra,QantasLink,2004-02-01,487.0,473,14.0,424.0,405.0,49.0,68.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,2004-02-01,165.0,165,0.0,142.0,130.0,23.0,35.0
Sydney-Dubbo,Sydney,Dubbo,QantasLink,2004-02-01,124.0,121,3.0,103.0,105.0,18.0,16.0
Sydney-Gold Coast,Sydney,Gold Coast,QantasLink,2004-02-01,58.0,58,0.0,52.0,52.0,6.0,6.0
Sydney-Sunshine Coast,Sydney,Sunshine Coast,QantasLink,2004-02-01,58.0,58,0.0,53.0,53.0,5.0,5.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,2004-02-01,127.0,120,7.0,103.0,95.0,17.0,25.0
Townsville-Brisbane,Townsville,Brisbane,QantasLink,2004-02-01,25.0,25,0.0,24.0,24.0,1.0,1.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,2004-02-01,127.0,124,3.0,107.0,99.0,17.0,25.0
Albury-Sydney,Albury,Sydney,Regional Express,2004-02-01,83.0,83,0.0,80.0,78.0,3.0,5.0
Burnie-Melbourne,Burnie,Melbourne,Regional Express,2004-02-01,51.0,51,0.0,49.0,49.0,2.0,2.0
Canberra-Sydney,Canberra,Sydney,Regional Express,2004-02-01,130.0,129,1.0,123.0,124.0,6.0,5.0
Devonport-Melbourne,Devonport,Melbourne,Regional Express,2004-02-01,36.0,36,0.0,34.0,34.0,2.0,2.0
Dubbo-Sydney,Dubbo,Sydney,Regional Express,2004-02-01,99.0,97,2.0,86.0,83.0,13.0,15.0
Melbourne-Burnie,Melbourne,Burnie,Regional Express,2004-02-01,51.0,51,0.0,49.0,49.0,2.0,2.0
Melbourne-Devonport,Melbourne,Devonport,Regional Express,2004-02-01,36.0,36,0.0,34.0,34.0,2.0,2.0
Melbourne-Mildura,Melbourne,Mildura,Regional Express,2004-02-01,50.0,50,0.0,45.0,47.0,5.0,3.0
Mildura-Melbourne,Mildura,Melbourne,Regional Express,2004-02-01,50.0,50,0.0,48.0,49.0,2.0,1.0
Sydney-Albury,Sydney,Albury,Regional Express,2004-02-01,83.0,83,0.0,73.0,75.0,10.0,8.0
Sydney-Canberra,Sydney,Canberra,Regional Express,2004-02-01,130.0,129,1.0,114.0,116.0,16.0,14.0
Sydney-Dubbo,Sydney,Dubbo,Regional Express,2004-02-01,99.0,99,0.0,76.0,80.0,23.0,19.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Regional Express,2004-02-01,81.0,79,2.0,65.0,68.0,14.0,11.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Regional Express,2004-02-01,81.0,81,0.0,76.0,74.0,5.0,7.0
Broome-Perth,Broome,Perth,Skywest,2004-02-01,10.0,10,0.0,10.0,10.0,0.0,0.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Skywest,2004-02-01,29.0,29,0.0,28.0,28.0,1.0,1.0
Perth-Broome,Perth,Broome,Skywest,2004-02-01,10.0,10,0.0,10.0,9.0,0.0,1.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Skywest,2004-02-01,29.0,29,0.0,28.0,27.0,1.0,2.0
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,2004-02-01,58.0,58,0.0,51.0,43.0,7.0,15.0
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,2004-02-01,24.0,24,0.0,23.0,23.0,1.0,1.0
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,2004-02-01,29.0,29,0.0,26.0,21.0,3.0,8.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,2004-02-01,190.0,190,0.0,185.0,180.0,5.0,10.0
Adelaide-Perth,Adelaide,Perth,Virgin Australia,2004-02-01,58.0,58,0.0,53.0,47.0,5.0,11.0
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,2004-02-01,145.0,145,0.0,135.0,126.0,10.0,19.0
Alice Springs-Sydney,Alice Springs,Sydney,Virgin Australia,2004-02-01,29.0,29,0.0,27.0,26.0,2.0,3.0
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,2004-02-01,58.0,58,0.0,53.0,54.0,5.0,4.0
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,2004-02-01,87.0,86,1.0,82.0,84.0,4.0,2.0
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,2004-02-01,79.0,78,1.0,71.0,69.0,7.0,9.0
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,2004-02-01,29.0,29,0.0,26.0,27.0,3.0,2.0
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,2004-02-01,58.0,58,0.0,56.0,55.0,2.0,3.0
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2004-02-01,280.0,274,6.0,256.0,250.0,18.0,24.0
Brisbane-Perth,Brisbane,Perth,Virgin Australia,2004-02-01,29.0,29,0.0,24.0,27.0,5.0,2.0
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,2004-02-01,29.0,29,0.0,27.0,27.0,2.0,2.0
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,2004-02-01,29.0,29,0.0,28.0,27.0,1.0,2.0
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2004-02-01,452.0,449,3.0,414.0,404.0,35.0,45.0
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,2004-02-01,67.0,67,0.0,53.0,50.0,14.0,17.0
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,2004-02-01,87.0,86,1.0,86.0,86.0,0.0,0.0
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,2004-02-01,29.0,29,0.0,27.0,27.0,2.0,2.0
Cairns-Sydney,Cairns,Sydney,Virgin Australia,2004-02-01,58.0,58,0.0,53.0,52.0,5.0,6.0
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,2004-02-01,25.0,25,0.0,23.0,23.0,2.0,2.0
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,2004-02-01,79.0,78,1.0,73.0,72.0,5.0,6.0
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,2004-02-01,78.0,77,1.0,74.0,70.0,3.0,7.0
Canberra-Sydney,Canberra,Sydney,Virgin Australia,2004-02-01,25.0,25,0.0,22.0,22.0,3.0,3.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,2004-02-01,30.0,29,1.0,26.0,25.0,3.0,4.0
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,2004-02-01,29.0,29,0.0,28.0,25.0,1.0,4.0
Darwin-Sydney,Darwin,Sydney,Virgin Australia,2004-02-01,17.0,17,0.0,14.0,14.0,3.0,3.0
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,2004-02-01,29.0,29,0.0,22.0,21.0,7.0,8.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,2004-02-01,116.0,116,0.0,105.0,111.0,11.0,5.0
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,2004-02-01,196.0,196,0.0,182.0,179.0,14.0,17.0
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,2004-02-01,112.0,112,0.0,98.0,99.0,14.0,13.0
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,2004-02-01,83.0,83,0.0,72.0,74.0,11.0,9.0
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,2004-02-01,58.0,58,0.0,56.0,55.0,2.0,3.0
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,2004-02-01,190.0,190,0.0,169.0,165.0,21.0,25.0
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,2004-02-01,281.0,274,7.0,247.0,246.0,27.0,28.0
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,2004-02-01,29.0,29,0.0,24.0,23.0,5.0,6.0
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,2004-02-01,79.0,79,0.0,76.0,76.0,3.0,3.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,2004-02-01,115.0,115,0.0,109.0,108.0,6.0,7.0
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,2004-02-01,112.0,112,0.0,101.0,98.0,11.0,14.0
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,2004-02-01,83.0,83,0.0,75.0,73.0,8.0,10.0
Melbourne-Perth,Melbourne,Perth,Virgin Australia,2004-02-01,86.0,86,0.0,74.0,72.0,12.0,14.0
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Virgin Australia,2004-02-01,29.0,29,0.0,26.0,25.0,3.0,4.0
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2004-02-01,597.0,592,5.0,532.0,517.0,60.0,75.0
Perth-Adelaide,Perth,Adelaide,Virgin Australia,2004-02-01,57.0,57,0.0,53.0,53.0,4.0,4.0
Perth-Brisbane,Perth,Brisbane,Virgin Australia,2004-02-01,29.0,29,0.0,26.0,26.0,3.0,3.0
Perth-Melbourne,Perth,Melbourne,Virgin Australia,2004-02-01,88.0,88,0.0,80.0,78.0,8.0,10.0
Perth-Sydney,Perth,Sydney,Virgin Australia,2004-02-01,87.0,87,0.0,77.0,80.0,10.0,7.0
Proserpine-Brisbane,Proserpine,Brisbane,Virgin Australia,2004-02-01,29.0,29,0.0,27.0,28.0,2.0,1.0
Rockhampton-Brisbane,Rockhampton,Brisbane,Virgin Australia,2004-02-01,29.0,29,0.0,28.0,28.0,1.0,1.0
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Virgin Australia,2004-02-01,29.0,29,0.0,24.0,27.0,5.0,2.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Virgin Australia,2004-02-01,29.0,29,0.0,25.0,26.0,4.0,3.0
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,2004-02-01,145.0,145,0.0,133.0,133.0,12.0,12.0
Sydney-Alice Springs,Sydney,Alice Springs,Virgin Australia,2004-02-01,29.0,29,0.0,21.0,27.0,8.0,2.0
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2004-02-01,450.0,448,2.0,398.0,396.0,50.0,52.0
Sydney-Cairns,Sydney,Cairns,Virgin Australia,2004-02-01,58.0,58,0.0,50.0,55.0,8.0,3.0
Sydney-Canberra,Sydney,Canberra,Virgin Australia,2004-02-01,26.0,26,0.0,23.0,23.0,3.0,3.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Virgin Australia,2004-02-01,30.0,29,1.0,28.0,26.0,1.0,3.0
Sydney-Darwin,Sydney,Darwin,Virgin Australia,2004-02-01,16.0,16,0.0,16.0,15.0,0.0,1.0
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,2004-02-01,196.0,196,0.0,170.0,174.0,26.0,22.0
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2004-02-01,597.0,591,6.0,537.0,542.0,54.0,49.0
Sydney-Perth,Sydney,Perth,Virgin Australia,2004-02-01,87.0,87,0.0,76.0,79.0,11.0,8.0
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Virgin Australia,2004-02-01,29.0,29,0.0,25.0,24.0,4.0,5.0
Townsville-Brisbane,Townsville,Brisbane,Virgin Australia,2004-02-01,67.0,67,0.0,59.0,58.0,8.0,9.0
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,2004-03-01,95.0,94,1.0,89.0,87.0,5.0,7.0
Adelaide-Canberra,Adelaide,Canberra,Qantas,2004-03-01,50.0,50,0.0,46.0,46.0,4.0,4.0
Adelaide-Gold Coast,Adelaide,Gold Coast,Qantas,2004-03-01,8.0,8,0.0,8.0,7.0,0.0,1.0
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,2004-03-01,356.0,353,3.0,330.0,337.0,23.0,16.0
Adelaide-Perth,Adelaide,Perth,Qantas,2004-03-01,128.0,128,0.0,122.0,122.0,6.0,6.0
Adelaide-Sydney,Adelaide,Sydney,Qantas,2004-03-01,316.0,316,0.0,306.0,308.0,10.0,8.0
Alice Springs-Sydney,Alice Springs,Sydney,Qantas,2004-03-01,31.0,31,0.0,31.0,31.0,0.0,0.0
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,2004-03-01,93.0,93,0.0,79.0,89.0,14.0,4.0
Brisbane-Cairns,Brisbane,Cairns,Qantas,2004-03-01,159.0,158,1.0,135.0,137.0,23.0,21.0
Brisbane-Canberra,Brisbane,Canberra,Qantas,2004-03-01,119.0,118,1.0,101.0,111.0,17.0,7.0
Brisbane-Darwin,Brisbane,Darwin,Qantas,2004-03-01,44.0,43,1.0,40.0,40.0,3.0,3.0
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2004-03-01,467.0,465,2.0,433.0,439.0,32.0,26.0
Brisbane-Perth,Brisbane,Perth,Qantas,2004-03-01,62.0,62,0.0,50.0,59.0,12.0,3.0
Brisbane-Sydney,Brisbane,Sydney,Qantas,2004-03-01,644.0,642,2.0,598.0,604.0,44.0,38.0
Brisbane-Townsville,Brisbane,Townsville,Qantas,2004-03-01,97.0,96,1.0,83.0,80.0,13.0,16.0
Broome-Perth,Broome,Perth,Qantas,2004-03-01,31.0,30,1.0,22.0,24.0,8.0,6.0
Cairns-Brisbane,Cairns,Brisbane,Qantas,2004-03-01,158.0,158,0.0,145.0,144.0,13.0,14.0
Cairns-Melbourne,Cairns,Melbourne,Qantas,2004-03-01,31.0,31,0.0,28.0,29.0,3.0,2.0
Cairns-Sydney,Cairns,Sydney,Qantas,2004-03-01,124.0,123,1.0,115.0,118.0,8.0,5.0
Canberra-Adelaide,Canberra,Adelaide,Qantas,2004-03-01,50.0,50,0.0,47.0,48.0,3.0,2.0
Canberra-Brisbane,Canberra,Brisbane,Qantas,2004-03-01,120.0,120,0.0,108.0,110.0,12.0,10.0
Canberra-Melbourne,Canberra,Melbourne,Qantas,2004-03-01,252.0,251,1.0,234.0,237.0,17.0,14.0
Canberra-Sydney,Canberra,Sydney,Qantas,2004-03-01,143.0,143,0.0,133.0,138.0,10.0,5.0
Darwin-Brisbane,Darwin,Brisbane,Qantas,2004-03-01,43.0,43,0.0,42.0,40.0,1.0,3.0
Darwin-Sydney,Darwin,Sydney,Qantas,2004-03-01,31.0,31,0.0,31.0,29.0,0.0,2.0
Gold Coast-Adelaide,Gold Coast,Adelaide,Qantas,2004-03-01,8.0,8,0.0,7.0,8.0,1.0,0.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,2004-03-01,93.0,91,2.0,81.0,88.0,10.0,3.0
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,2004-03-01,145.0,143,2.0,132.0,138.0,11.0,5.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,2004-03-01,50.0,50,0.0,40.0,42.0,10.0,8.0
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,2004-03-01,365.0,364,1.0,335.0,348.0,29.0,16.0
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,2004-03-01,473.0,469,4.0,438.0,432.0,31.0,37.0
Melbourne-Cairns,Melbourne,Cairns,Qantas,2004-03-01,31.0,30,1.0,30.0,30.0,0.0,0.0
Melbourne-Canberra,Melbourne,Canberra,Qantas,2004-03-01,220.0,220,0.0,197.0,204.0,23.0,16.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,2004-03-01,93.0,93,0.0,87.0,88.0,6.0,5.0
Melbourne-Newcastle,Melbourne,Newcastle,Qantas,2004-03-01,1.0,1,0.0,1.0,1.0,0.0,0.0
Melbourne-Perth,Melbourne,Perth,Qantas,2004-03-01,174.0,174,0.0,155.0,159.0,19.0,15.0
Melbourne-Sydney,Melbourne,Sydney,Qantas,2004-03-01,890.0,881,9.0,819.0,819.0,62.0,62.0
Newcastle-Melbourne,Newcastle,Melbourne,Qantas,2004-03-01,1.0,1,0.0,1.0,1.0,0.0,0.0
Perth-Adelaide,Perth,Adelaide,Qantas,2004-03-01,124.0,124,0.0,119.0,122.0,5.0,2.0
Perth-Brisbane,Perth,Brisbane,Qantas,2004-03-01,62.0,62,0.0,58.0,57.0,4.0,5.0
Perth-Broome,Perth,Broome,Qantas,2004-03-01,31.0,30,1.0,24.0,24.0,6.0,6.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Qantas,2004-03-01,51.0,51,0.0,45.0,43.0,6.0,8.0
Perth-Melbourne,Perth,Melbourne,Qantas,2004-03-01,179.0,179,0.0,160.0,169.0,19.0,10.0
Perth-Sydney,Perth,Sydney,Qantas,2004-03-01,150.0,150,0.0,138.0,133.0,12.0,17.0
Sydney-Adelaide,Sydney,Adelaide,Qantas,2004-03-01,313.0,313,0.0,292.0,309.0,21.0,4.0
Sydney-Alice Springs,Sydney,Alice Springs,Qantas,2004-03-01,32.0,32,0.0,31.0,32.0,1.0,0.0
Sydney-Brisbane,Sydney,Brisbane,Qantas,2004-03-01,638.0,637,1.0,616.0,610.0,21.0,27.0
Sydney-Cairns,Sydney,Cairns,Qantas,2004-03-01,124.0,124,0.0,116.0,120.0,8.0,4.0
Sydney-Canberra,Sydney,Canberra,Qantas,2004-03-01,174.0,174,0.0,167.0,168.0,7.0,6.0
Sydney-Darwin,Sydney,Darwin,Qantas,2004-03-01,31.0,29,2.0,25.0,27.0,4.0,2.0
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,2004-03-01,146.0,144,2.0,135.0,137.0,9.0,7.0
Sydney-Melbourne,Sydney,Melbourne,Qantas,2004-03-01,872.0,862,10.0,804.0,827.0,58.0,35.0
Sydney-Perth,Sydney,Perth,Qantas,2004-03-01,156.0,156,0.0,140.0,145.0,16.0,11.0
Townsville-Brisbane,Townsville,Brisbane,Qantas,2004-03-01,96.0,95,1.0,83.0,82.0,12.0,13.0
Albury-Sydney,Albury,Sydney,QantasLink,2004-03-01,120.0,120,0.0,103.0,104.0,17.0,16.0
Brisbane-Cairns,Brisbane,Cairns,QantasLink,2004-03-01,1.0,1,0.0,0.0,0.0,1.0,1.0
Brisbane-Mackay,Brisbane,Mackay,QantasLink,2004-03-01,106.0,103,3.0,98.0,96.0,5.0,7.0
Brisbane-Proserpine,Brisbane,Proserpine,QantasLink,2004-03-01,17.0,17,0.0,16.0,16.0,1.0,1.0
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,2004-03-01,178.0,178,0.0,159.0,159.0,19.0,19.0
Brisbane-Townsville,Brisbane,Townsville,QantasLink,2004-03-01,31.0,29,2.0,26.0,25.0,3.0,4.0
Broome-Perth,Broome,Perth,QantasLink,2004-03-01,41.0,38,3.0,34.0,35.0,4.0,3.0
Burnie-Melbourne,Burnie,Melbourne,QantasLink,2004-03-01,109.0,108,1.0,92.0,82.0,16.0,26.0
Cairns-Brisbane,Cairns,Brisbane,QantasLink,2004-03-01,1.0,1,0.0,0.0,0.0,1.0,1.0
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2004-03-01,81.0,77,4.0,67.0,65.0,10.0,12.0
Canberra-Sydney,Canberra,Sydney,QantasLink,2004-03-01,525.0,520,5.0,491.0,483.0,29.0,37.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2004-03-01,179.0,178,1.0,151.0,152.0,27.0,26.0
Devonport-Melbourne,Devonport,Melbourne,QantasLink,2004-03-01,151.0,150,1.0,138.0,130.0,12.0,20.0
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2004-03-01,143.0,142,1.0,135.0,135.0,7.0,7.0
Gold Coast-Melbourne,Gold Coast,Melbourne,QantasLink,2004-03-01,31.0,31,0.0,31.0,31.0,0.0,0.0
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,2004-03-01,61.0,61,0.0,59.0,59.0,2.0,2.0
Hobart-Melbourne,Hobart,Melbourne,QantasLink,2004-03-01,279.0,278,1.0,254.0,257.0,24.0,21.0
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2004-03-01,33.0,33,0.0,31.0,31.0,2.0,2.0
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2004-03-01,155.0,154,1.0,139.0,142.0,15.0,12.0
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2004-03-01,106.0,104,2.0,99.0,98.0,5.0,6.0
Melbourne-Burnie,Melbourne,Burnie,QantasLink,2004-03-01,109.0,108,1.0,89.0,88.0,19.0,20.0
Melbourne-Canberra,Melbourne,Canberra,QantasLink,2004-03-01,81.0,77,4.0,69.0,68.0,8.0,9.0
Melbourne-Devonport,Melbourne,Devonport,QantasLink,2004-03-01,151.0,151,0.0,134.0,136.0,17.0,15.0
Melbourne-Gold Coast,Melbourne,Gold Coast,QantasLink,2004-03-01,31.0,30,1.0,24.0,24.0,6.0,6.0
Melbourne-Hobart,Melbourne,Hobart,QantasLink,2004-03-01,279.0,278,1.0,256.0,263.0,22.0,15.0
Melbourne-Launceston,Melbourne,Launceston,QantasLink,2004-03-01,155.0,155,0.0,138.0,137.0,17.0,18.0
Melbourne-Mildura,Melbourne,Mildura,QantasLink,2004-03-01,143.0,141,2.0,127.0,123.0,14.0,18.0
Melbourne-Newcastle,Melbourne,Newcastle,QantasLink,2004-03-01,100.0,98,2.0,83.0,75.0,15.0,23.0
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,QantasLink,2004-03-01,31.0,29,2.0,25.0,23.0,4.0,6.0
Mildura-Melbourne,Mildura,Melbourne,QantasLink,2004-03-01,143.0,141,2.0,121.0,119.0,20.0,22.0
Newcastle-Melbourne,Newcastle,Melbourne,QantasLink,2004-03-01,100.0,98,2.0,86.0,73.0,12.0,25.0
Perth-Broome,Perth,Broome,QantasLink,2004-03-01,42.0,39,3.0,36.0,36.0,3.0,3.0
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,2004-03-01,33.0,33,0.0,31.0,32.0,2.0,1.0
Proserpine-Brisbane,Proserpine,Brisbane,QantasLink,2004-03-01,17.0,17,0.0,16.0,16.0,1.0,1.0
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,2004-03-01,124.0,124,0.0,118.0,119.0,6.0,5.0
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,QantasLink,2004-03-01,31.0,28,3.0,23.0,25.0,5.0,3.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,2004-03-01,62.0,58,4.0,52.0,55.0,6.0,3.0
Sydney-Albury,Sydney,Albury,QantasLink,2004-03-01,121.0,121,0.0,104.0,102.0,17.0,19.0
Sydney-Brisbane,Sydney,Brisbane,QantasLink,2004-03-01,2.0,2,0.0,2.0,2.0,0.0,0.0
Sydney-Canberra,Sydney,Canberra,QantasLink,2004-03-01,525.0,521,4.0,486.0,481.0,35.0,40.0
