serial_number,activity_date,name,score,grade,facility_address,facility_zip,owner_id,owner_name,pe_description,risk_level
DAZC9IL00,7/8/2015,GALLERIA TONKATSU,91,,3250 W OLYMPIC BLVD STE #307,90006,OW0012655,GALLERIA TONKATSU INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAOQBQU3D,7/8/2015,THE VEGGIE GRILL INC.,92,,110 S FAIRFAX AVE STE A-16,90036,OW0035775,THE VEGGIE GRILL,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAIWD3G7G,7/8/2015,DAISY'S MARKET,92,,3837 E 1ST ST,90063,OW0011236,"ESCOBOSA, JORGE REYES","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAPDOCGJF,7/8/2015,JIM'S BURGERS,92,,915 S SOTO ST,90023,OW0036554,TRIPOLIS BURGERS INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAOFUUMIW,7/8/2015,CARTHAY CAFE,92,,6310 SAN VICENTE BLVD # 106,90048,OW0181161,HAE YOUNG LEE,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAZDKZROQ,7/8/2015,PANDA KING,93,,2760 E 1ST ST,90033,OW0034987,"TANG, KEVIN",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAE2ZI7F0,7/8/2015,ALFRED COFFEE & KITCHEN,93,,8428 MELROSE PL STE #A,90069,OW0024155,MELROSE PLACE COFFEE CO.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAF4LIURF,7/8/2015,THE BOILING CRAB (TAKE OUT),93,,3377 WILSHIRE BLVD #107,90010-1850,OW0035463,"THE BOILING CRAB KTOWN, LLC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DALQC9H6M,7/8/2015,DER WIENERSCHNITZEL #20,93,,5215 N FIGUEROA ST,90042,OW0024670,"MIZUSHIMA, TINA H",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAR44IDZD,7/8/2015,CENTINELA CAFE,93,,4800 S CENTINELA AVE,90066,OW0015377,"HERNANDEZ, RAFAEL A",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAISVRWFQ,7/8/2015,CHALIA'S EXPRESS NUTRITIONAL,93,,3578 E 1ST ST,90063,OW0009703,"DELGADO, MARIA D","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAIIAXSHI,7/8/2015,LOS BURRITOS Y MAS RESTAURANT,94,,6517 HOLLYWOOD BLVD,90028,OW0181042,LOMASS INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0599605,7/8/2015,STAN'S DONUTS,94,,10948 WEYBURN AVE,90024,OW0004460,"BERMAN, STAN",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAVW2PTAS,7/8/2015,LA ESPERANZA CAFETERIA,94,,2000 E 8TH ST,90021-2474,OW0105003,"SANCHEZ, JOSE AMADOR",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DANPGTUKD,7/8/2015,ESCUELA TAQUERIA,95,,7615 BEVERLY BLVD,90036,OW0014191,"GUACAMOLE AIRLINES, LP.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA6Z7F6YD,7/8/2015,LUCKY DEVILS,95,,6613 HOLLYWOOD BLVD,90028,OW0022454,LUCKY DEVIL INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAEJAHL6H,7/8/2015,ONE'S LIQUOR,95,,1662 COLORADO BLVD,90041,OW0033064,"SINGH, MEHAR","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAZ2FIYMY,7/8/2015,SMOKE POUTINERIE,96,,1552 N CAHUENGA BLVD,90028,OW0180895,"SP SOCAL, LLP",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAUIULKGO,7/8/2015,Z PIZZA,96,,2664 N GRIFFITH PARK BLVD,90039,OW0128941,SLICE OF LIFE LLC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DA9XHQVHT,7/8/2015,ANGELA'S DRIVE-IN DAIRY,96,,1869 E 1ST ST,90033,OW0018381,"KANG, CHANG M","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DARR6AXFR,7/8/2015,SAY CHEESE,96,,2800 HYPERION AVE,90027,OW0014894,"HARRELL, GLENN","FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",MODERATE
DAPTKB0P0,7/8/2015,SAY CHEESE CAFE,97,,2800 HYPERION AVE,90027,OW0013367,"GLENN HARRELL, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DATU3JZXB,7/8/2015,THE PIE HOLE,97,,714 TRACTION AVE,90013,OW0035696,THE PIR HOLE LLC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DATID0YUI,7/8/2015,MONSIEUR MARCEL,97,,6333 W 3RD ST # 150,90036,OW0034100,STROUK GROUP LLC,RESTAURANT (0-30) SEATS LOW RISK,LOW
DAHACTPXK,7/8/2015,SUBWAY #58214,98,,1401 E GAGE AVE C,90001,OW0099682,"SUBWAY R US, INC",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DALMP1QLT,7/8/2015,CT PROPANE FUEL,98,,1871 COLORADO BLVD,90041,OW0009154,"CUBIDES, GLORIA L","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DA07WKY2P,7/8/2015,FLYING FOOD GROUP,98,,5807 W 98TH ST,90045-5605,OW0104256,FLYING FOOD GROUP,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0465980,7/8/2015,ONKEI RAMEN,100,,10942 WEYBURN AVE,90024,OW0026805,ONKEI RAMEN LLC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0465992,7/8/2015,ENZO'S PIZZERIA,100,,10940 WEYBURN AVE,90024,OW0033811,SPR INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA0378083,7/8/2015,THE FLAME BROILER STORAGE,100,,10948 WEYBURN AVE,90024,OW0011930,"FLAP LIKE A FISH, LLC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAEGOETYK,7/9/2015,FRIDAS TACOS,83,,7217 MELROSE AVE,90046,OW0012958,"FRIDA MELROSE, LLC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DARTVOJ81,7/9/2015,MCDONALD'S # 4117,90,,5725 YORK BLVD,90042,OW0023944,MCDONALD'S CORPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DA3MX7CVE,7/9/2015,ATLANTIC RESTAURANT,90,,630 S ATLANTIC BLVD,90022,OW0178937,ARCELY ARRIAGA,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0369417,7/9/2015,DARLING DONUTS,90,,5431 VENICE BLVD,90019,OW0181160,TONY CHAU,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAMR7MGVX,7/9/2015,EL GRULLENSE,90,,2274 W PICO BLVD,90006,OW0022003,"LLAMAS, ALFREDO",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAWKR1HLQ,7/9/2015,RUSTY MULLET,90,,1708 N LAS PALMAS AVE,90028-4805,OW0100591,"COCOCOPIA RESTAURANT, LLC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAO6XHNXX,7/9/2015,LALA'S,92,,7229 MELROSE AVE,90046,OW0020626,LALA'S PARTNERSHIP,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA6GQRX0P,7/9/2015,KAREN MINI MARKET,93,,152 S FRESNO ST,90063,OW0006517,CASTRO MARTINEZ EPIFANIA R,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAWK7VE7E,7/9/2015,JACK IN THE BOX #354,94,,6250 YORK BLVD,90042,OW0017276,"JACK IN THE BOX, INC",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAI1HZ0GW,7/9/2015,LANDINGS/HILTON HOTEL,94,,5711 W CENTURY BLVD,90045,OW0012185,FORTUNA ENTERPRISES,RESTAURANT (61-150) SEATS LOW RISK,LOW
DA8EQCZSP,7/9/2015,ANDIAMO/HILTON HOTEL,95,,5711 W CENTURY BLVD,90045,OW0012185,FORTUNA ENTERPRISES,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DA6ASROPS,7/9/2015,PIZZA HUT #26198,96,,5839 YORK BLVD,90042,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA0NXSWIY,7/9/2015,STARBUCKS COFFEE #19848,96,,6240 YORK BLVD,90042,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,LOW
DA0378104,7/9/2015,BIBIGO,100,,1091 BROXTON AVE,90024,OW0008288,CJ BAKERY INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA0371208,7/10/2015,ASIAN FUSION,90,,1710 S ROBERTSON BLVD,90035,OW0178085,"ASIAN FUSION, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA38RIYV8,7/10/2015,TOWER OF PIZZA INC,90,,8351 LINCOLN BLVD,90045,OW0032275,"SERUTO,ANTHONY",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAFOARJU8,7/10/2015,CARL'S JR #408,90,,5625 W CENTURY BLVD,90045,OW0006186,"CARL'S JR RESTAURANTS, LLC",RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DALHSSGUS,7/10/2015,FARMER TRAN POULTRY,90,,12920 S FIGUEROA ST,90061-1135,OW0104289,"FARMER TRAN, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",HIGH
DAYDAW7GG,7/10/2015,THE GOLDEN STAE,90,,426 N FAIRFAX AVE,90036,OW0017206,J HOWARD LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAHBE87XQ,7/10/2015,RISE N GRIND COFFEE & JUICES,91,,6501 HOLLYWOOD BLVD,90028-6209,OW0124968,"WEST COAST COFFEE ROASTERS, LL",RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAYSAEH3N,7/10/2015,PAUL'S SANDWICHES,91,,818 WILSHIRE BLVD STE #A,90017,OW0028051,PAUL'S SANDWICHES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAUN8TTQV,7/10/2015,98 CENTS & UP OUTLET,91,,3660 E 1ST ST,90006,OW0022612,"LY, LAURA","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAAJ7MNGN,7/10/2015,GRILLED,91,,818 WILSHIRE BLVD #B,90017,OW0180941,CASEY PARK,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAZ7LYQMA,7/10/2015,PANDA KING,91,,1027 W MLK BLVD,90037,OW0033750,SOY VISAL,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DASEYIZSZ,7/10/2015,JUICY FACTORY,92,,6708 HOLLYWOOD BLVD,90028,OW0001159,"6708 HOLLYWOOD ASSOCIATES, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAKVA6JYB,7/10/2015,WIRTSHAUS,93,,345 N LA BREA AVE # #101-,90036,OW0039081,"WIRTSHAUS, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DACP4RCEZ,7/10/2015,LA TOSTADERIA,93,,317 S BROADWAY ST # E10,90013,OW0181043,VILLAGOMEZ ENTERPRISES INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAE6VQ8FR,7/10/2015,THE BLACK SHEEP,94,,126 E 6TH ST,90014,OW0180623,HD ENTERTAINMENT GROUP LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA6AQOYZI,7/10/2015,MICELIS PIZZERIA,94,,1646 N LAS PALMAS AVE,90028,OW0024378,"MICELIS LAS PALMAS, INC",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DASTUU6UP,7/10/2015,MCDONALD'S # 6036,94,,4166 MELROSE AVE,90029,OW0023940,MCDONALD'S CORPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DA4UV0B6T,7/10/2015,SABY'S CAFE & JUICE BAR,95,,12900 W VENICE BLVD,90066,OW0031149,SABINA AQUILAR,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAYIXLFYF,7/10/2015,LICAA'S RESTAURANT,95,,422 S BROADWAY,90013,OW0029577,"RAMIREZ, JOSEFINA",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DABO7A6P0,7/10/2015,NEW JAPAN,95,,11283 SANTA MONICA BLVD,90025,OW0019606,KIMURA ENTERPRISES INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAYUF6AZQ,7/10/2015,LA JAROCHITA,95,,4433 S ALAMEDA ST # AA-10,90058,OW0006159,CARDOSO-BENITES CECILIA,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAS3XV51J,7/10/2015,BASKIN ROBBINS,95,,5039 WHITTIER BLVD,90022,OW0039952,"YOUNG, TUNG SHING",RESTAURANT (0-30) SEATS LOW RISK,LOW
DACAEO4ZY,7/10/2015,LSG SKYCHEFS,96,,6901 W IMPERIAL HWY,90045-6312,OW0104195,"LSG SKYCHEFS, INC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA5GS96PO,7/10/2015,CARL'S JR,96,,1001 W MLK BLVD,90037,OW0029783,"RAZIPOUR, MICHEAL K",RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DA9KM0G7L,7/10/2015,LITTLE CAESAR'S #5960,97,,1005 W MLK BLVD,90037,OW0021931,"LITTLE CAESAR, INC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAGGSHGTW,7/10/2015,KING'S FOODTOWN MARKET,98,,1019 W MLK BLVD,90037,OW0039845,YOON IL HAE,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DA8PWGBRF,7/10/2015,WESTSIDE DONUTS & CROISSANTS,98,,11277 SANTA MONICA BLVD,90025,OW0015145,"HEI, KWONG MA",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAM0THNJN,7/10/2015,METRO CAFE,99,,1149 N GOWER ST,90038-1801,OW0107338,METRO ENTERTAINMENT INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DASBYNSFG,7/10/2015,PATINA CATERING - CAFE,100,,1150 S OLIVE ST,90015-2211,OW0105329,"PATINA RESTAURANT GROUP, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DA10G4NEC,7/13/2015,JJUKKU JJUKKU & BBQ,80,,3377 WILSHIRE BLVD # 105,90010-1851,OW0128482,"TOUR ANGELES, INC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAUKJPEXP,7/13/2015,CARNICERIA LA OAXAQUENA,80,,3701 W PICO BLVD,90019,OW0006224,"CARNICERIA LA OAXAQUENA, INC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAQUMO8XU,7/13/2015,EL RINCON DE LOS SABORES,80,,3425 E 1ST ST # 3433,90063-2913,OW0180662,JULIAN RAUL MONDRAGON ALCANTARA,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAYB46FC7,7/13/2015,ASAVA THAI,83,,970 N WESTERN AVE,90029-3216,OW0125129,"ZAP CANTEEN, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAU2OCBTW,7/13/2015,FARMER BOYS,90,,726 S ALAMEDA ST,90021,OW0010427,DRS ELECTRIC INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA2WBAETB,7/13/2015,SIMPLY SALAD,90,,334 S MAIN ST APT #1101,90015,OW0005380,BT LEWIS ENTERPRISES INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAQKP19MU,7/13/2015,TACO LOVE,90,,7980 SUNSET BLVD,90046,OW0101269,"TACO LOVE, LLC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA05OEB1A,7/13/2015,DAILY DONUT HOUSE,90,,1628 FIRESTONE BLVD,90001,OW0124095,SRENG LEANG,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAEG5O0IF,7/13/2015,SUSHI AJITO,90,,1302 N HIGHLAND AVE,90028,OW0039888,"YOU N I WITH Y, INC.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAG3V63ZK,7/13/2015,GIGI'S BAKERY & CAFE,90,,2200 W TEMPLE ST,90026,OW0013219,GIGI'S BAKERY INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAA0CHZ0X,7/13/2015,LA MEXICANA MEAT MARKET,90,,1778 E FIRESTONE BLVD,90001,OW0010597,E&Y FIRESTONE DISCOUNT INC,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DA6E7H2I1,7/13/2015,LOS CINCO PUNTOS DELI,90,,3300 E CESAR E CHAVEZ AVE,90063,OW0033629,"SOTELO, CONCEPCION",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAHTAZN7P,7/13/2015,WETZEL'S PRETZELS,90,,10800 W PICO BLVD # 380,90064,OW0129301,"PAVILION FOOD, INC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA2ITSLGF,7/13/2015,MARIELAS TACOS,90,,3662 1/2 W 3RD ST,90002,OW0011271,"ESPINOSA,ROGELIO",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAS0SRXZT,7/13/2015,STARFISH SUSHI,90,,5600 WILSHIRE BLVD STE #C,90036,OW0033951,"STARFISH FOOD, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DALT4O3SO,7/13/2015,LEDLOW,90,,400 S MAIN ST,90013,OW0127987,PETE'S 168 PARTNERS LP,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAVLXE00K,7/13/2015,HUNAN CAFE,90,,7986 W SUNSET BLVD,90046,OW0039602,YEN CHING MING,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA0TL1DCG,7/13/2015,JUNIOR PIZZA,91,,3520 N FIGUEROA ST,90065,OW0016550,"HUERTE, FELIPE ROMALDO",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAV8QK62C,7/13/2015,EMILIA'S FASTFOOD,91,,4433 S ALAMEDA ST # D-55,90058,OW0003059,"ARMAS OCHOA, MARIA ELENA",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAPVZ50DQ,7/13/2015,EL MAJAHUAL RESTAURANT,91,,1925 W TEMPLE ST #101,90026,OW0101202,"HERNANDEZ, ROSA S GUILLEN",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAJPDYLTT,7/13/2015,PHILLY'S PIZZA & GRILL #1,91,,8500 W OLYMPIC BLVD STE D,90035,OW0016438,"HOVANISIAN, PETROS",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAKLOS1PZ,7/13/2015,CEMITAS POBLANAS ELVIRITA,92,,3010 E 1ST ST,90033,OW0011994,"FLORES, ALBERTO P",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DARYJIZJO,7/13/2015,BRYANS BBQ,92,,6333 W 3RD ST STE #740,90036,OW0007001,"CHANG, CHIKON",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA1AFOTHN,7/13/2015,EL COMPA,92,,4052 1/2 S CENTRAL AVE,90011,OW0181125,MAGUE  PADILLA,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAVWCQNV3,7/13/2015,LOUISIANA FRIED CHICKEN,92,,11415 S VERMONT AVE,90044,OW0005557,"BYONG, CHE CHON",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAWGYOA2W,7/13/2015,LOTERIA GRILL AT FARMERS MAR,93,,6333 W 3RD ST STE 322,90036,OW0022307,LOTERIA GRILL 01 LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DASSSYT00,7/13/2015,ANTOJITOS LAS BELLAS MARIAS,93,,4433 S ALAMEDA ST STE D53,90058,OW0124113,"CUELLAR, JOSE",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DATEZHZLZ,7/13/2015,THE COUNTER,93,,5779 WILSHIRE BLVD # #101,90036,OW0012549,"G & D INVESTMENTS, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAQOHTPNG,7/13/2015,HOT DOG ON A STICK #120,94,,10800 W PICO BLVD STE #304,90064,OW0015088,HDOS ENTERPRISES,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DASG2LEGT,7/13/2015,MARY ALICIA SNACK BAR,94,,3100 E 4TH ST,90063,OW0024095,"MEJIA, DANIEL",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAFJD4P0V,7/13/2015,KFC,94,,4903 EAGLE ROCK BLVD,90041,OW0018605,KAZI FOODS INC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAWZUZQ7Q,7/13/2015,LEDLOW,94,,400 S MAIN ST,90013,OW0127987,PETE'S 168 PARTNERS LP,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA3GLCZXZ,7/13/2015,ANTIGUA CULTURAL COFFEE,95,,3400 N FIGUEROA ST,90041,OW0029268,QUINONES BERNICE,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA6IOVU0S,7/13/2015,MOTHERS NUTRITIONAL CTR #452,95,,4311 N FIGUEROA ST,90065,OW0025172,MOTHER'S NUTRITIONAL CENTER INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DA0KBNEG0,7/13/2015,7-ELEVEN #25304D,95,,8500 W OLYMPIC BLVD,90035,OW0033872,SSR MARKETING INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAKGLYF90,7/13/2015,IHOP #796,95,,5655 WILSHIRE BLVD,90036,OW0038887,WILHOP INC,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAP0YZUS8,7/13/2015,"TAING,SIAM BOY",95,,4315 N FIGUEROA ST,90037,OW0034846,"TAING,CHY HUOR",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAVUTBOZN,7/13/2015,GUADALUPE MINI-MARKET,95,,4433 S ALAMEDA ST D-5C,90058,OW0125436,GUADALUPE HERNANDEZ-RAMIREZ,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",LOW
DAUU5PJAR,7/13/2015,MO MO SUSHI,95,,8500 W OLYMPIC BLVD E,90035,OW0039838,YOOJIN & MYLES CO,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAM2RDMHQ,7/13/2015,CO CO  DISCOUNT #3,96,,3301 S CENTRAL AVE,90011,OW0181123,EUNSOO YOO,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DA2VZXVSS,7/13/2015,THE CORNER,96,,1156 N HIGHLAND AVE,90038,OW0026318,NOURISH LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAID4CDUP,7/13/2015,TRIMANA AT WATERIDGE,96,,5035 W SLAUSON AVE,90056,OW0005178,BRANDEN YOON SANG OH,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DABB8KRNE,7/13/2015,MCDONALD'S # 18367,97,,943 S SANTEE ST,90015,OW0031523,SANCHEZ FAMILY CORPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DAQHXY3X8,7/14/2015,LA IMPERIAL TORTILLERIA,75,,3717 E 1ST ST,90063,OW0005340,BROTHERS BUS. ENTER. CORP.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAI6PPNKC,7/14/2015,QUIZNO'S,87,,7117 W SUNSET BLVD,90046,OW0018330,KAMINA INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DATZ1GU7W,7/14/2015,FAT SAL'S,90,,972 GAYLEY AVE,90024,OW0035574,"THE GAYLEY GROUP, LP",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAOPDMYBS,7/14/2015,BACO MERCAT,90,,408 S MAIN ST,90013,OW0022942,"MAIN 168 PARTNERS, LP",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAV0WVAYV,7/14/2015,MCDONALD'S #17209,90,,505 S FLOWER ST # #B-20,90017,OW0031523,SANCHEZ FAMILY CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAOBZUYKO,7/14/2015,YUM YUM DONUTS #9198D,90,,4503 N FIGUEROA ST,90065,OW0102312,SANTOS P LOPEZ,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DACH0C317,7/14/2015,MI QUERIDO PULGARCITO,90,,2500 W PICO BLVD,90006,OW0037106,"VALDEZ, JORGE",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0HTMJB0,7/14/2015,TOCA MADERA,90,,8450 W 3RD ST,90048,OW0181162,KNIGHT LIFE COLLECTIVE LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA9UGM3PN,7/14/2015,FAT SAL'S (PREP),90,,10965 WEYBURN AVE # #B,90024,OW0035574,"THE GAYLEY GROUP, LP",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA5SMOQUW,7/14/2015,TORTAS EL REY,90,,3701 E 1ST ST,90063,OW0014345,"GUTIERREZ, ENRIQUE",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAOLZRA32,7/14/2015,JOHN'O GROATS,90,,10516 W PICO BLVD,90064,OW0017845,JOHN'O GROATS INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAKXGH5XN,7/14/2015,NEUTROGENA CAFE,90,,5755 W 96TH ST,90045-5543,OW0104660,EUREST DINING,RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DAZQLEYHQ,7/14/2015,BANGLUCK MARKET,90,,5170 HOLLYWOOD BLVD,90027-6131,OW0181175,NITAYA SAEDAN,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DA0NZBPWE,7/14/2015,LA BODEGA BAR & GRILL,91,,5812 S SANTA FE AVE,90058,OW0124879,ELIAS JATTAR,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAYW7JKR4,7/14/2015,THE FAT DOG,91,,801 N FAIRFAX AVE STE #107,90046,OW0018159,"JUNIRO II, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAB7EM3Q2,7/14/2015,GATEGOURMET,91,,6701 W IMPERIAL HWY,90045-6310,OW0104732,GATE GOURMET,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DACMGDPWZ,7/14/2015,TLAYUDA LA MEXICAN RESTAURANT,91,,5450 SANTA MONICA BLVD,90029,OW0180926,TLAYUDA LA RESTAURANT LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DATWMZX40,7/14/2015,GESSO FAIRFAX,91,,801 N FAIRFAX AVE STE #101,90046,OW0028644,PITFIRE FAIRFAX LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA00JLT0O,7/14/2015,CHICO'S MEXICAN RESTAURANT,91,,100 N AVENUE 50,90042,OW0181070,CHICO'S NETWORK INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA90IJ00C,7/14/2015,EXPRESION OAXAQUENA,91,,3301 W PICO BLVD,90019,OW0012760,GARCIA ZEFERINO,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAWU6P9IA,7/14/2015,PLAN CHECK KITCHEN AND BAR,92,,351 N FAIRFAX AVE,90036,OW0101635,"PLAN CHECK FAIRFAX, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAJQMNRTP,7/14/2015,TOMMY TACO,92,,970 GAYLEY AVE,90024,OW0001916,AJA INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
